2020-10-28,Omaha,Dodgers,#XSXFridgeSweeps,Lil Baby,frank ocean,Miles Taylor,chanyeol,Nairo,Jack Dorsey,#NationalFirstRespondersDay,Girl Scouts,Justin Turner,Fortunate Son,#WednesdayWisdom,Alex Jones
2020-10-29,#NationalCatDay,Perdue,Ivy Park,Jack Nicklaus,Wine,Tucker,Clive,Tyga,Chuck Todd,Paul Rudd,Jay Cutler,MAMA's Fan Choice Awards,UNCLE SUGA,#BB22,Marriage
2020-10-30,#TheMandalorian,Happy Halloween,#POSITIONS,McRib,Bobby Orr,Ariana Grande,#FreeCodeFridayContest,Brett Favre,Trippie,Sam Smith,Kenneth Walker,Halloween,#12milliondreams,Wizkid,Melania
2020-10-31,Halloween,#VoteBlueToEndTheNightmare,Sean Connery,Bond,Michigan,Clemson,#UFCVegas12,#BoycottHomeDepot,Tulsa,Minnesota,His House,#Worlds2020,Iowa,Rance Allen,Rutgers
2020-11-01,Christmas,Rod Wave,Tank,TAYLOR IS FREE,Mook,No Nut November,#TrumpTerroism,#DaylightSavings,Steelers,Santa Cruz,Garcia,Allen West,John Mulaney,Dolphins,Packers
2020-11-02,Fauci,Lady Gaga,#VoteResponsibly,#ARSD,#MondayMotivation,Election Eve,changkyun,Voted,#MakeAMovieVegan,Cowboys,#Election2020,Abe Froman,Sally,Vienna,#VoteBidenHarrisToSaveAmerica
2020-11-03,#ElectionDay,STAY IN LINE,Kanye,Tracy Chapman,Lil Pump,#Elections2020,Dixville Notch,Josh Smith,Daniel Jones,#VoteBidenHarrisToSaveAmerica,Giannis,Alton Brown,Liberia,maddie,Oregon
2020-11-04,Oregon,#CountEveryVote,Bernie,Nevada,Ben Shapiro,Anuel,Counting,#ElectionResults2020,Wisconsin,Michigan,Latinos,Alaska,Prop 22,Mail,Pennsylvania
2020-11-05,J Cole,#ElectionResults2020,Biden - 264,Nevada,Stacey Abrams,5th of November,Arby,STOP THE COUNT,Cinnamon Toast Crunch,Paula White,Dabi,All Votes Matter,Apple Jacks,#CountEveryLegalVote,Greta
2020-11-06,Stacey Abrams,King Von,#GetWellSoonYoongi,#bidenharis2020,System of a Down,Pennsylvania,Durk,Nicki,Johnny Depp,#CallTheElection,Colbert,6ix9ine,Philly,John Lewis,Andrew Yang
2020-11-07,Quebec,Lincoln Project,Mark Meadows,#BidenHarris2020,hobi,#Election2020results,Zach Wilson,YOU'RE FIRED,#SaturdayMorning,RATM,Kamala,Dominion,BY A LOT,Rahm,Chris Cuomo
2020-11-08,Four Seasons Total Landscaping,Notre Dame,Dave Chappelle,Alex Trebek,Jim Carrey,Foo Fighters,Megyn,Cowboys,Parler,Glover,South Bend,#SundayMorning,Trevor,Kate McKinnon,Chargers
2020-11-09,Pfizer,Eva Longoria,Toph,taemin,Brady,#TimeToTransition,Keke,Parler,#MondayMotivation,Barr,Esper,Siri,#larriesarehot,#AmericaRises,Latina
2020-11-10,Xbox,Major League,Pompeo,Veterans Day,#BidenWonDay,Barr,Rashad,Jets,#AppleEvent,Jones Day,Lucina,Marines,Affordable Care Act,#GOPElectionBoycott,#tuesdayvibe
2020-11-11,Kodak,Rigby,Zoey 101,Veterans Day,#VeteransDay,Harden,Jon Voight,Britney,Shego,nick wilde,#ShameOnJonesDay,Alaska,#MakeItMeanMore,RIP MO3,Leroy
2020-11-12,Walmart,#PlayStation5,Cold War,Happy Founders,#PS5Launch,Dearra,Friday the 13th,#ThursdayThoughts,Nestor,Best Buy,Chris Brown,Karl Rove,Denzel,#RHOSLC,#themasters
